8296,Min,26/03/1997,Merge,-0.29,Spring -0.56,-0.2,,,8093
8296,Max,1/01/1965,,-0.68,,-0.7,,,8025,8039,8095,10007,7064,7091,8138,8151,10035,9053
8296,Min,1/01/1953,,0.31,,0,,,8025,8095,8151,8138,8028,8051,12074,10093,9021,9034,1945-49 used as reference
8296,Max,1/01/1943,,-0.35,,-1,,,8025,8095,8151,9053,10111,10144,10073,10093,8028,10648
8296,Max,1/01/1935,,0.55,,-0.5,,,8095,8151,10111,10073,10093,8028,10648,12074,10614,9034
9021,Max,15/11/1997,Merge,0.26,Spring 0.71,0.3,,,9250
9021,Min,15/11/1997,Merge,-0.57,,-0.5,,,9250
9021,Min,3/03/1988,Move,0.48,,-0.1,,,9034,9053,9194,9111,9067,9538,9064,8137,10515,8091
9021,Max,1/01/1971,,0.27,Summer 0.52,0.6,,,9034,9053,9538,9111,9135,9572,9642,9017,10144,10244
9021,Min,1/01/1971,,-0.65,,-0.8,,,9034,9053,9035,9111,9017,9067,9538,9572,9064,8137
9021,Max,1/08/1963,Merge,1.22,,0.4,,,9034,,,,,,,,,,Only 1964-66 used in merge
9021,Min,1/08/1963,Merge,-1.65,,0.5,,,9034,,,,,,,,,,Only 1964-66 used in merge
9021,Max,1/08/1963,Move,0.01,"Win 0.33, sum -0.32",0.4,,,9053,9538,10144,9534,9628,10111,10648,9064,9510,10035
9021,Min,1/08/1963,Move,0.53,,0.5,,,9538,9064,10144,10648,10111,10035,9534,8025,8039,8138
9021,Min,1/01/1937,,-0.5,,-1.7,,,10144,10648,8151,10111,9534,10614,10073,8093,10093,10579
9510,Max,1/01/1993,,0.28,Winter 0.56,0.3,,,9573,9842,9592,9534,9538,9111,9642,10582,10647,9021
9510,Max,1/01/1981,,-0.56,,-0.2,,,9573,9842,9592,9534,9538,9111,9642,10582,10647,9021
9510,Max,1/01/1945,,-0.03,"Win 0.36, sum -0.47",-0.3,,,9534,10579,10648,9034,10144,10614,9581,10111,8151,9518,1937-41 used as reference
9510,Min,1/01/1945,,-0.17,"Sum -0.47, aut -0.37",-0.2,,,9534,10579,10648,10614,9581,10144,9500,9034,10111
9510,Max,1/11/1935,Move,-0.68,,-0.9,,,9534,10579,10648,9034,10614,9581,10111,8151,9518,10073
9510,Min,1/11/1935,Move,-0.28,Winter -0.64,-0.4,,,9534,10579,10648,10614,9581,9500,9034,10111
9510,Max,1/01/1927,,0.89,,0.1,,,9534,10579,10648,9034,10614,9581,10111,8151,9518,10073
9510,Max,1/01/1914,,-0.44,,-0.4,,,9534,10579,10648,9034,9581,10111,8151,9518,10073,9500
9518,Max,14/04/1999,Move,-0.39,,-0.4,,,9871,9592,9573,9741,9964,9510,9581,9842,9225,9603,In current version move is implemented 1/1/2000
9518,Min,1/01/1996,,0.28,"Spr 0.31, sum 0.30",0.3,,,9573,9519,9193,9592,9581,10622,9215,9887,9064,10905
9518,Max,1/10/1978,Move,0.61,,0.3,,,9592,9573,9741,9510,9581,9842,10582,9637,9038,9534
9518,Max,1/01/1971,,-0.3,,0,,,9592,9573,9504,9741,9510,9581,10582,9637,9038,9534
9518,Max,1/06/1936,Screen,-0.56,,-0.6,,,9510,9581,9500,9534,10579,9034,10648,10614,10111,8151
9741,Max,4/08/1992,Move,-0.47,,-0.5,,,9581,9754,10622,10579,10582,9573,9592,10647,9510,9871
9741,Max,12/04/1965,Merge,0.67,,0.6,,,9500,,,,,,,,,,Post-2002 9500 used as proxy for pre-1965
9741,Min,12/04/1965,Merge,-1.98,,-1.9,,,9500,,,,,,,,,,Post-2002 9500 used as proxy for pre-1965
9741,Min,1/01/1950,Move,0.42,,-1.6,,,9581,10579,9510,9518,10614,9534,10144,10648
9741,Max,1/01/1943,,-0.34,,0.3,,,9581,10579,9518,10614,10648,10144,9510,9034,10073,9541
9741,Max,1/01/1930,,0.26,"Spr 0.38, sum 0.41",0.4,,,9581,10579,9518,10614,10648,9510,9034,10073,9541,10111
9741,Max,1/01/1925,Move,-0.93,,-0.4,,,9581,10579,9518,10614,10648,9510,9034,10073,9541,10111
9741,Min,1/02/1916,Move,-0.72,,-1.7,Yes,Yes,9581,10579,9510,9518,9534,10648,,,,,"Interval between 1913 and 1916 moves treated as spike, then merged across 1913-16 period"
9741,Max,1/02/1916,Move,0.44,,0,,,9581,10579,9518,10648,9510,9034,10073,9541,10111,8151
9741,Min,1/02/1916,Move,0.53,,-1,,,9581,10579,9510,9518,9534,10648
9789,Max,1/01/1999,Site env,-0.36,,-0.3,,,9542,12071,10633,9961,10905,10692,10622,12065,10568,10592
9789,Max,30/06/1969,Move (n),0.19,Summer 0.59,-0.2,,,9631,10633,12065,12071,10592,12038,10536,10093,9787,10035,1962-66 used as reference period
9789,Min,30/06/1969,Move (n),-0.25,Summer -0.81,-0.2,,,9631,12071,10633,12065,11017,10592,10622,12038,11013,10612,1962-66 used as reference period
9789,Max,1/01/1926,,0.49,,0.3,,,12074,9500,10073,10093,10579,9581,10614,10111,10648
9789,Min,1/01/1926,,0.33,,0.1,Yes,,11017,9500,11013,12039
10092,Max,1/01/2006,,0.3,,0.3,,,10007,10612,12320,8137,10286,10073,8039,10536,10568,8297
10092,Min,1/01/1939,,-0.34,,-0.4,,,10073,12074,10144,10111,8151,10614,9034,8093,10648,10579,"No adjustment for 10092/93 merge, either max or min. 10092 used from 1/1/1976."
10092,Max,1/01/1931,,0.54,,0.2,,,10073,12074,10111,8151,10614,10648,10579,8093,8095,9034
10092,Max,1/01/1923,,-0.32,,-0.1,,,10073,12074,10111,8151,10614,10648,10579,9034,12039,8028
10092,Min,1/01/1922,,0.75,,0.4,,,10073,12074,10111,8151,10614,9034,10648,10579,12039,8050
10286,Min,1/01/1997,Move (n),-0.66,,-0.6,,,10073,10092,8137,10626,10007,10515,10612,10536,10058,10111,Overlap with 10035 not used for adjustment
10286,Max,26/08/1993,Move,-0.43,,-0.3,,,10073,8137,10144,10515,10536,10111,10626,10092,10612,10007
10286,Min,1/01/1986,,-0.47,,-1,,,10073,10092,8137,10626,10007,10515,10612,10144,10536,10058
10286,Max,1/01/1967,,0.29,"Spr 0.32, sum 0.42",0,,,10144,10536,10111,10152,10007,10093,8039,8138,10614,10648
10286,Max,1/01/1956,,-0.42,,-0.4,,,10144,10536,10111,10093,8138,10614,10648,8151,10579,9053
10579,Max,1/07/1987,Move,0.25,"Aut 0.31, sum 0.45",0.3,,,10647,10582,10622,10592,10614,10626,10536,10648,10515,10524
10579,Min,1/01/1983,,-0.34,,-0.3,,,10647,10622,10582,10592,10614,10626,10536,9573,9843,10648
10579,Max,1/01/1975,,-0.25,Summer -0.53,0,,,10647,10582,10622,10592,10614,10626,10536,10648,10515,10524
10579,Max,1/01/1952,Move,-0.38,,-0.4,,,10614,10536,10648,10144,9581,9510,10111,10073,9021,9053
10579,Max,1/01/1926,,0.5,,0.1,,,10614,10648,9581,9510,10111,10073,9534,8151,9034,10093
10579,Max,1/01/1913,,-0.44,,-0.3,,,10648,9581,9510,10111,10073,9534,8151,9034,9500,9518
10917,Max,14/12/1998,Merge,-0.32,,-0.3,,,10648
10917,Min,14/12/1998,Merge,-0.67,,-0.6,,,10648
10917,Max,1/01/1988,Move,0.31,,0,,,10144,10515,10647,10111,10524,10614,9538,10035,10536,8137,Combined adjustment for moves Jul 1987 and May 1988
10917,Max,1/01/1982,,-0.55,,-0.6,,,10626,10144,10515,10647,10111,10524,10614,9538,10035,10536
10917,Max,1/01/1973,,0.3,,-0.2,,,10626,10144,10515,10244,10647,10111,10524,10614,9538,10035
11003,Max,25/03/1995,Move,-0.31,,-0.3,,,18106,18110,11045,11019,12219,18012,18079,12305,18069,11017
11003,Min,25/03/1995,Move,0.44,,0.5,,,18106,18110,11019
11003,Min,1/05/1988,Move,-0.29,"Win -0.38, spr -0.47",0.1,,,11004,18110,11019
11003,Min,1/01/1983,,0.4,,0.5,,,11004,18052,16044,11017,18014,18012,,,,,1977-80 used as reference
11003,Min,5/10/1976,Move,-0.7,,-0.2,,,11004,18110,11008,,,,,,,,1977-80 used as reference
11003,Max,1/08/1967,Move,-0.04,"Aut -0.36, spr 0.41",-0.3,,,11004,18110,11013,18012,18079,18069,18044
11003,Min,1/08/1967,Move,0.29,"Win 0.50, spr 0.36",0.1,,,11004,18110,11013
11003,Max,1/10/1962,Move,1.28,,1.1,,,11004,18110,11013,18012,18079,18069,18044
11003,Min,1/01/1955,,-0.83,,-0.7,Yes,,11004,18110,11013
11052,Max,15/03/1993,Merge,-0.22,"Aut -0.33, win -0.35",-0.2,,,11004
11052,Min,1/01/1972,,0.66,,0.6,,,18110,11013,11008,11003,18052,11017,16044,,,,"No adjustment for 11004/052 merge, either max or min. 11052 used from 15/3/1993"
11052,Max,1/01/1967,,0.41,,0.2,,,18110,11003,11013,12045,18079,18012,18044,12038,12046,12052
11052,Min,1/01/1964,Obs time,0.07,,0.7,,,18110,11013,18114
12038,Min,1/01/2002,,0.49,,0.5,,,12009,12065,12046,12074,12022,12320,12305,12314,7139,10007
12038,Min,1/01/1964,Obs time,0.18,,0.7,,,12052,12065,12046,12074,12045,7057,10007,10536,10592,10093
12038,Min,1/01/1944,Merge,-0.25,Winter -0.87,-0.3,,,12039
12038,Max,1/12/1936,Move,-0.54,,-0.5,,,12074,12071,10093,7046,10073,9541,8151,10111,10614
12038,Max,1/01/1930,,-0.62,,-1.2,,,12074,10093,7046,10073,9541,8151,10111,10614
13017,Min,1/01/1998,,-0.48,,-0.5,,,13011,15652,13015,15660,15603,13030,15635,16085,16090,15511
13017,Min,1/07/1978,Obs time,0.64,,0.1,,,13011,15527,13030,16013,7151,15511,5064
13017,Min,1/01/1964,Obs time,-0.41,,-0.3,,,18114,7062,18110
14015,Min,1/01/1976,,-0.19,Spring -0.55,-0.2,,,14103,14090,14609
14015,Max,2/02/1941,Move (n),-0.18,Win -0.47 spr -0.57,-0.2,Yes,,14902,14905,1005,,,,,,,,Some correlations in 0.5-0.6 range. 1938-40 used as reference
14015,Min,2/02/1941,Move (n),-0.93,,-1.1,Yes,,14902,14905,1005,,,,,,,,Some correlations in 0.5-0.6 range. 1938-40 used as reference
14015,Max,1/01/1937,Site env,-1.12,,-1.3,Yes,,1005,,,,,,,,,,1910-13 used as reference
14015,Max,1/01/1916,,0.37,,-0.9,Yes,,1005,,,,,,,,,,1910-13 used as reference
14825,Min,1/01/1997,,0.88,,0.9,,,14840,14829,14612,14903,14932,14626,1013,15131,2056,2032
14825,Min,1/01/1993,,-1.04,,-0.2,,,14840,14829,14612,14903,14932,14626,1013,15131,2056,2032
14825,Max,1/08/1987,Move,-0.33,,-0.4,,,14840,14850,15131,14626,2032,14612,14829,2014,2012,14903
14825,Min,1/08/1987,Move,0.31,,0.2,,,14840,14829,14612,14903,14626,1013,15131,2032,2014,14850
14825,Max,1/01/1976,,-0.64,,-1,,,14840,15089,14626,2032,2038,14612,14618,14829,14836,2014
15135,Min,25/07/1969,Merge,0.36,,0.4,,,15087
15135,Max,1/11/1963,Move,-0.66,,-0.6,,,15034,37043,15085,37010,29125,38003,2012,29009,14626,15590
15135,Max,1/05/1945,Move,-0.26,"Spr -0.36, sum -0.47",-0.9,,,37010,38003,2011,29009,14626,15540,15590,44021,36030,44022
15135,Min,1/05/1945,Move,1.05,"Spr -0.43, sum -0.34",1.4,,,37010,38003,29009,,,,,,,,Merged across 1942-45 period
15135,Min,1/01/1942,,-0.82,,0.7,Yes,Yes,37010,38003,29009,,,,,,,,Treated as 1942-45 spike
15135,Max,1/06/1935,Move,0.6,,-0.4,,,38003,2011,15540,36030,44022
15135,Min,1/06/1935,Move,0.12,"Spr 0.97, sum -0.67",1.5,Yes,,37010,38003,30045,,,,,,,,Some correlations in 0.5-0.6 range
15135,Min,1/01/1925,,-0.92,,0.7,Yes,,37010,38003,30045,,,,,,,,Some correlations in 0.5-0.6 range
15135,Min,1/01/1921,,-0.17,"Aut -0.97, spr 0.67",0.5,Yes,,37010,38003,30045,,,,,,,,Some correlations in 0.5-0.6 range
15590,Min,1/01/2005,,0.8,,0.8,,,15602,15594,15612,15643,15511,15528,15635,17043,15603,38026
15590,Min,1/01/2001,,-0.33,,0.5,,,15602,15643,15511,15528,15635,17043,15603,38002,16085,16097
15590,Min,1/01/1997,,-0.56,,0,,,15602,15643,15511,15528,15660,15635,15603,38002,16085,15135
15590,Min,1/01/1994,,-0.64,,-0.7,,,15602,15643,15511,15528,15660,15635,15603,38002,16085,17096
15590,Min,1/01/1989,,0.67,,-0.1,,,15602,15511,15528,15635,15603,38002,16085,17096,15135,17031
15590,Min,1/01/1979,,0.72,,0.8,,,15602,15527,15511,15528,17043,38002,17096,15135,15525,16013
15590,Min,1/07/1974,Move,-1.44,,-0.8,,,15546,15557,15526,15602,15527,15511,15528,17043,38002,15135
15590,Min,1/01/1955,,0.54,,-0.3,,,17043,15087,17031,38003,46037
15590,Min,1/01/1944,Move (n),-0.03,"Aut -0.33, sum 0.37",-0.3,,,17043,17031,38003,,,,,,,,Overlap with 15540 not used in merge
15590,Max,1/01/1932,Move,-0.57,,-0.6,,,38003,15087,46037,2011,48013,48030
15590,Min,1/01/1932,Move,-1.13,,-1.4,,,15087,38003,46037
15590,Min,1/01/1925,,1.68,,0.3,,,15087,38003,46037
15590,Min,1/01/1918,,-1.54,,-1.3,,,15087,38003,46037
15666,Min,1/01/2005,,-0.18,"Spr -0.46, sum -0.35",-0.2,,,14829,2012,2064,15528,14840,15643,15502,14825,2032,15612
15666,Max,15/11/1996,Merge,-0.31,,-0.3,,,15548
15666,Min,15/11/1996,Merge,0.21,Winter 0.59,0.2,,,15548
15666,Max,1/01/1987,,0.58,,0.3,,,2012,14829,15528,15135,2032,14840,15131,15085,15602,37010
15666,Min,1/01/1981,,-0.87,,-0.7,,,14829,2012,14840,15528,14836,2032,3006,14825,15525,15085
16001,Min,1/01/1964,Obs time,-0.14,,-0.1,,,19036,17005,47007,18103,21043,17031,21020,22008,47048,24016
16001,Max,1/01/1962,,0.44,,0.4,,,19062,17005,21020,21043,17031,21046,21014,23321,18044,22006
16001,Max,1/01/1954,,-0.49,,-0.1,,,17031,21046,18044,17043,23013,23015,76031,23000,78031,18012
16098,Max,1/10/1997,Merge,-0.37,,-0.4,,,16044
16098,Min,1/10/1997,Merge,-0.31,,-0.3,,,16044
16098,Min,1/01/1989,,-0.49,,-0.8,,,16001,16007,16032,16065,18040,18052,19066,18110,19017,16085
16098,Max,1/01/1983,,0.41,,0,,,16001,16032,16007,18040,18052,21043,16065,18044,19062,19066
16098,Min,1/01/1978,,0.64,,-0.2,,,16001,16007,16032,16065,18040,18052,19066,18110,19017,17005,1975-77 used as reference
16098,Min,1/01/1949,,0.52,,0.4,,,17043,18044,18012,23000,17031,18070,23013,11004,47007
16098,Min,1/01/1937,,0.44,,0.8,,,18044,23000,47007
16098,Min,1/01/1929,,0.48,,1.3,,,47007,23000,17024,18070
17031,Max,1/01/1993,,-0.22,"Aut -0.33, sum -0.49",-0.3,,,17110,16065,17099,19017,16001,47007,47048,17096,16085,19062
17031,Max,1/01/1973,,-0.65,,-0.9,,,17005,16065,17043,19017,19070,16001,16007,47007,47048,17096
17031,Min,1/01/1973,,0.65,,0.7,,,17005,16065,19017,17043,46037,16001,19070,46042,38002,16007
17031,Max,1/01/1968,,1.28,,0.4,,,17005,17043,19070,16001,16007,47007,47048,20026,16056,19062
17031,Max,1/04/1939,Move (n),1.35,,1.7,,,47007,16044,46037,47019,76077,21046,74128,15540,48030,23000
17031,Max,1/01/1928,,-0.32,,1.5,,,47007,46037,76077,16044,21046,74128,15540,48030,23000,72151
17031,Min,1/01/1913,,1.02,,1.7,,,46037,47007,47019,76077,48030,21046
17043,Max,1/08/1985,Move (n),0.66,,0,,,15603,16007,17031,16065,17110,15511,16001,17099,19017,15590,17114 merged to pre-1985 17043. Post-1994 treated as continuation
17043,Max,1/01/1955,,0.32,,0.4,,,17031,17005,16001,15590,46037,47007,47019,76031,21046,23013
18012,Max,1/01/1987,,-0.3,,-0.3,,,18079,18069,18052,18139,18044,18014,18110,18181,16044,18040
18012,Min,1/01/1968,,-0.81,,-0.8,,,18079,18044,18069,18052,21043,18014,19066,23013,16044,22008
18012,Min,1/01/1964,Obs time,0.63,,-0.2,,,18079,18044,21043,18014,23013,22008,22006,21046,23037,23020
18044,Max,1/01/1979,,-0.42,,-0.4,,,18052,18139,18040,16032,22006,22008,18079,21043,18014,18012
18044,Max,1/01/1944,,0.77,,-0.1,Yes,Yes,21046,16044,18079,21043,18014,21020,23031,23307,23733,23745,Spike for 1942-43 period
18044,Max,1/01/1942,,-0.56,,-1,Yes,,21046,16044,18079,21043,18014,21020,23031,23307,23733,23745
18192,Max,2/04/1992,Merge,-0.49,,-0.5,,,18070,,,,,,,,,,Only 1992-98 data used for merge
18192,Min,2/04/1992,Merge,-1.13,,-1.1,,,18070,,,,,,,,,,Only 1992-98 data used for merge
18192,Max,16/10/1986,Move,0.28,Summer 0.61,-0.2,,,18181,18115,22008,23747,23751,18014,18139,22801,22803,23083
18192,Min,16/10/1986,Move,0.41,,-0.8,,,22018,23090,18181,18014,22008,22807,18052,18040,18044,21043,1976-80 used as reference
18192,Min,1/07/1962,Move,-0.71,,-1.6,,,18014,22008,22807,18044,21043,23000,18079,19036,23013,23037
18192,Min,1/01/1956,,0.49,,-1,,,18044,23000,23015,16001,18012
18192,Max,1/01/1945,,0.28,"Aut 0.36, win 0.41",0.1,,,23013,23000,23015,18044,26021,21046,18012,26020,18011,26026
18192,Max,1/12/1941,Move,0.53,,0.6,Yes,,23000,18044,23747,23751,23733,23745,22807,23031,23020,23307
18192,Max,1/06/1929,Site env,-0.91,,-0.3,Yes,,23000,23747,23751,23733,23745,22807,23031,23020,23307,22801
18192,Max,1/10/1924,Move,-0.29,Summer -0.53,-0.6,Yes,,23000,23020,22807,23307,21046,23703,25509,26020,78034,90044
18192,Min,1/10/1924,Move,0.59,,-0.5,Yes,,23000,22807,23020,21020,23307,23703,21046
21133,Max,23/07/1998,Merge,-0.08,"Win -0.97, sum 0.88",-0.1,,,21046
21133,Min,23/07/1998,Merge,-1.14,,-1.1,,,21046
21133,Max,4/08/1993,Move,-0.23,Spring -0.54,-0.4,,,21043,22006,23321,23343,19066,22008,23020,23083,23090,18040
21133,Min,4/08/1993,Move,-0.35,,-1.4,,,22006,23343,23083,24511,23090,25050,21043,23321,23020,24016
21133,Min,1/01/1964,,0.59,,-0.9,,,22006,21043,23321,23020,24016,23037,19062,23034,25509,21020
21133,Min,1/01/1958,,-0.55,,-1.5,,,23034,23013,23015,23000,18044,76031,78031,16001,18012,74128,1952-56 used as reference
21133,Max,1/04/1948,Move,0.22,Autumn 0.58,-0.1,,,23000,23013,23015,18044,78031,26021,18012,18070,16044,26020
21133,Min,1/01/1934,,0.49,,-1,Yes,,21043,24002,23020,23307,19062,25509,21020,21014,23000,76026
21133,Min,1/01/1914,,-0.27,Summer -0.67,-1.3,Yes,,23020,23307,23000,78031,47053,47007,77042,76077,77004,49013
22823,Max,10/09/2002,Merge,0.26,"Spr 0.33, sum 0.32",0.3,,,22801
22823,Min,10/09/2002,Merge,-0.46,,-0.4,,,22801
23090,Max,1/01/2002,,0.33,,0.3,,,23013,23034,23083,22008,23122,23343,23373,23887,22006,23878
23090,Max,1/01/1991,,-0.38,,0,,,23013,23034,23083,22008,23057,23343,22006,23321,23020,23733
23090,Max,1/01/1983,,0.34,,0.3,,,23031,23037,23013,23034,23083,23097,22008,23015,23057,23343
23090,Max,1/02/1977,Merge,0.48,,0.5,,,23000
23090,Min,1/02/1977,Merge,-0.59,,-0.6,,,23000
23090,Min,1/01/1962,Move/obs time,0.1,,-0.6,,,22008,23020,23037,21043,22801,22006,23321,18014,21046,24016,1965-69 used as reference (obs time)
23090,Max,1/11/1951,Move,-0.27,"Aut -0.36, sum -0.43",0.2,,,23013,23015,21046,18044,26021,78031,18070,18012,26026,76031,1955-59 used as reference
23090,Min,1/11/1951,Move,0.4,,-0.2,,,23013,23015,21046,18044,18070,76031,78031,47007,18012,16044,1955-59 used as reference
23090,Min,1/01/1944,Move,-0.38,,-0.5,,,23013,23015,21046,18044,18070,76077,78031,47007,18012,16044
